image_id,0
0-9234,"[{""video_id"":0,""sequence"":53708,""video_frame"":9234,""sequence_frame"":349,""image_id"":""0-9234"",""annotations"":[{""x"":1019,""y"":324,""width"":40,""height"":32}]}]"
0-9235,"[{""video_id"":0,""sequence"":53708,""video_frame"":9235,""sequence_frame"":350,""image_id"":""0-9235"",""annotations"":[{""x"":1023,""y"":329,""width"":40,""height"":32}]}]"
0-9236,"[{""video_id"":0,""sequence"":53708,""video_frame"":9236,""sequence_frame"":351,""image_id"":""0-9236"",""annotations"":[{""x"":1027,""y"":334,""width"":40,""height"":32}]}]"
0-9237,"[{""video_id"":0,""sequence"":53708,""video_frame"":9237,""sequence_frame"":352,""image_id"":""0-9237"",""annotations"":[{""x"":1031,""y"":340,""width"":40,""height"":32}]}]"
0-9238,"[{""video_id"":0,""sequence"":53708,""video_frame"":9238,""sequence_frame"":353,""image_id"":""0-9238"",""annotations"":[{""x"":1034,""y"":345,""width"":40,""height"":32}]}]"
0-9239,"[{""video_id"":0,""sequence"":53708,""video_frame"":9239,""sequence_frame"":354,""image_id"":""0-9239"",""annotations"":[{""x"":1038,""y"":350,""width"":40,""height"":32}]}]"
0-924,"[{""video_id"":0,""sequence"":45518,""video_frame"":924,""sequence_frame"":51,""image_id"":""0-924"",""annotations"":[]}]"
0-9240,"[{""video_id"":0,""sequence"":53708,""video_frame"":9240,""sequence_frame"":355,""image_id"":""0-9240"",""annotations"":[{""x"":1042,""y"":355,""width"":40,""height"":32}]}]"
0-9241,"[{""video_id"":0,""sequence"":53708,""video_frame"":9241,""sequence_frame"":356,""image_id"":""0-9241"",""annotations"":[{""x"":1036,""y"":352,""width"":40,""height"":32}]}]"
0-9242,"[{""video_id"":0,""sequence"":53708,""video_frame"":9242,""sequence_frame"":357,""image_id"":""0-9242"",""annotations"":[{""x"":1030,""y"":349,""width"":40,""height"":32}]}]"
0-9243,"[{""video_id"":0,""sequence"":53708,""video_frame"":9243,""sequence_frame"":358,""image_id"":""0-9243"",""annotations"":[{""x"":1023,""y"":346,""width"":40,""height"":32}]}]"
0-9244,"[{""video_id"":0,""sequence"":53708,""video_frame"":9244,""sequence_frame"":359,""image_id"":""0-9244"",""annotations"":[{""x"":1017,""y"":343,""width"":40,""height"":32}]}]"
0-9245,"[{""video_id"":0,""sequence"":53708,""video_frame"":9245,""sequence_frame"":360,""image_id"":""0-9245"",""annotations"":[{""x"":1003,""y"":336,""width"":40,""height"":32}]}]"
0-9246,"[{""video_id"":0,""sequence"":53708,""video_frame"":9246,""sequence_frame"":361,""image_id"":""0-9246"",""annotations"":[{""x"":990,""y"":330,""width"":40,""height"":32}]}]"
0-9247,"[{""video_id"":0,""sequence"":53708,""video_frame"":9247,""sequence_frame"":362,""image_id"":""0-9247"",""annotations"":[{""x"":985,""y"":326,""width"":40,""height"":32}]}]"
0-9248,"[{""video_id"":0,""sequence"":53708,""video_frame"":9248,""sequence_frame"":363,""image_id"":""0-9248"",""annotations"":[{""x"":980,""y"":321,""width"":40,""height"":32}]}]"
0-9249,"[{""video_id"":0,""sequence"":53708,""video_frame"":9249,""sequence_frame"":364,""image_id"":""0-9249"",""annotations"":[{""x"":975,""y"":317,""width"":40,""height"":32}]}]"
0-925,"[{""video_id"":0,""sequence"":45518,""video_frame"":925,""sequence_frame"":52,""image_id"":""0-925"",""annotations"":[]}]"
0-9250,"[{""video_id"":0,""sequence"":53708,""video_frame"":9250,""sequence_frame"":365,""image_id"":""0-9250"",""annotations"":[{""x"":971,""y"":312,""width"":40,""height"":32}]}]"
0-9251,"[{""video_id"":0,""sequence"":53708,""video_frame"":9251,""sequence_frame"":366,""image_id"":""0-9251"",""annotations"":[{""x"":966,""y"":308,""width"":40,""height"":32}]}]"
0-9252,"[{""video_id"":0,""sequence"":53708,""video_frame"":9252,""sequence_frame"":367,""image_id"":""0-9252"",""annotations"":[{""x"":961,""y"":303,""width"":40,""height"":32}]}]"
0-9253,"[{""video_id"":0,""sequence"":53708,""video_frame"":9253,""sequence_frame"":368,""image_id"":""0-9253"",""annotations"":[{""x"":961,""y"":299,""width"":40,""height"":32}]}]"
0-9254,"[{""video_id"":0,""sequence"":53708,""video_frame"":9254,""sequence_frame"":369,""image_id"":""0-9254"",""annotations"":[{""x"":960,""y"":294,""width"":40,""height"":32}]}]"
0-9255,"[{""video_id"":0,""sequence"":53708,""video_frame"":9255,""sequence_frame"":370,""image_id"":""0-9255"",""annotations"":[{""x"":960,""y"":289,""width"":40,""height"":32}]}]"
0-9256,"[{""video_id"":0,""sequence"":53708,""video_frame"":9256,""sequence_frame"":371,""image_id"":""0-9256"",""annotations"":[{""x"":960,""y"":289,""width"":40,""height"":32}]}]"
0-9257,"[{""video_id"":0,""sequence"":53708,""video_frame"":9257,""sequence_frame"":372,""image_id"":""0-9257"",""annotations"":[{""x"":961,""y"":289,""width"":40,""height"":32}]}]"
0-9258,"[{""video_id"":0,""sequence"":53708,""video_frame"":9258,""sequence_frame"":373,""image_id"":""0-9258"",""annotations"":[{""x"":966,""y"":292,""width"":39,""height"":33}]}]"
0-9259,"[{""video_id"":0,""sequence"":53708,""video_frame"":9259,""sequence_frame"":374,""image_id"":""0-9259"",""annotations"":[{""x"":971,""y"":294,""width"":39,""height"":34}]}]"
0-926,"[{""video_id"":0,""sequence"":45518,""video_frame"":926,""sequence_frame"":53,""image_id"":""0-926"",""annotations"":[]}]"
0-9260,"[{""video_id"":0,""sequence"":53708,""video_frame"":9260,""sequence_frame"":375,""image_id"":""0-9260"",""annotations"":[{""x"":976,""y"":296,""width"":39,""height"":35}]}]"
0-9261,"[{""video_id"":0,""sequence"":53708,""video_frame"":9261,""sequence_frame"":376,""image_id"":""0-9261"",""annotations"":[{""x"":981,""y"":298,""width"":39,""height"":36}]}]"
0-9262,"[{""video_id"":0,""sequence"":53708,""video_frame"":9262,""sequence_frame"":377,""image_id"":""0-9262"",""annotations"":[{""x"":987,""y"":304,""width"":39,""height"":37}]}]"
0-9263,"[{""video_id"":0,""sequence"":53708,""video_frame"":9263,""sequence_frame"":378,""image_id"":""0-9263"",""annotations"":[{""x"":993,""y"":309,""width"":40,""height"":38}]}]"
0-9264,"[{""video_id"":0,""sequence"":53708,""video_frame"":9264,""sequence_frame"":379,""image_id"":""0-9264"",""annotations"":[{""x"":1000,""y"":315,""width"":40,""height"":39}]}]"
0-9265,"[{""video_id"":0,""sequence"":53708,""video_frame"":9265,""sequence_frame"":380,""image_id"":""0-9265"",""annotations"":[{""x"":1006,""y"":320,""width"":41,""height"":40}]}]"
0-9266,"[{""video_id"":0,""sequence"":53708,""video_frame"":9266,""sequence_frame"":381,""image_id"":""0-9266"",""annotations"":[{""x"":1012,""y"":328,""width"":41,""height"":41}]}]"
0-9267,"[{""video_id"":0,""sequence"":53708,""video_frame"":9267,""sequence_frame"":382,""image_id"":""0-9267"",""annotations"":[{""x"":1017,""y"":336,""width"":42,""height"":42}]}]"
0-9268,"[{""video_id"":0,""sequence"":53708,""video_frame"":9268,""sequence_frame"":383,""image_id"":""0-9268"",""annotations"":[{""x"":1023,""y"":344,""width"":42,""height"":43}]}]"
0-9269,"[{""video_id"":0,""sequence"":53708,""video_frame"":9269,""sequence_frame"":384,""image_id"":""0-9269"",""annotations"":[{""x"":1029,""y"":351,""width"":43,""height"":44}]}]"
0-927,"[{""video_id"":0,""sequence"":45518,""video_frame"":927,""sequence_frame"":54,""image_id"":""0-927"",""annotations"":[]}]"
0-9270,"[{""video_id"":0,""sequence"":53708,""video_frame"":9270,""sequence_frame"":385,""image_id"":""0-9270"",""annotations"":[{""x"":1034,""y"":360,""width"":43,""height"":45}]}]"
0-9271,"[{""video_id"":0,""sequence"":53708,""video_frame"":9271,""sequence_frame"":386,""image_id"":""0-9271"",""annotations"":[{""x"":1038,""y"":369,""width"":44,""height"":45}]}]"
0-9272,"[{""video_id"":0,""sequence"":53708,""video_frame"":9272,""sequence_frame"":387,""image_id"":""0-9272"",""annotations"":[{""x"":1042,""y"":378,""width"":45,""height"":46}]}]"
0-9273,"[{""video_id"":0,""sequence"":53708,""video_frame"":9273,""sequence_frame"":388,""image_id"":""0-9273"",""annotations"":[{""x"":1045,""y"":386,""width"":46,""height"":47}]}]"
0-9274,"[{""video_id"":0,""sequence"":53708,""video_frame"":9274,""sequence_frame"":389,""image_id"":""0-9274"",""annotations"":[{""x"":1049,""y"":395,""width"":47,""height"":48}]}]"
0-9275,"[{""video_id"":0,""sequence"":53708,""video_frame"":9275,""sequence_frame"":390,""image_id"":""0-9275"",""annotations"":[{""x"":1052,""y"":404,""width"":49,""height"":48}]}]"
0-9276,"[{""video_id"":0,""sequence"":53708,""video_frame"":9276,""sequence_frame"":391,""image_id"":""0-9276"",""annotations"":[{""x"":1056,""y"":412,""width"":50,""height"":49}]}]"
0-9277,"[{""video_id"":0,""sequence"":53708,""video_frame"":9277,""sequence_frame"":392,""image_id"":""0-9277"",""annotations"":[{""x"":1061,""y"":420,""width"":51,""height"":50}]}]"
0-9278,"[{""video_id"":0,""sequence"":53708,""video_frame"":9278,""sequence_frame"":393,""image_id"":""0-9278"",""annotations"":[{""x"":1067,""y"":427,""width"":52,""height"":50}]}]"
0-9279,"[{""video_id"":0,""sequence"":53708,""video_frame"":9279,""sequence_frame"":394,""image_id"":""0-9279"",""annotations"":[{""x"":1073,""y"":435,""width"":53,""height"":51}]}]"
0-928,"[{""video_id"":0,""sequence"":45518,""video_frame"":928,""sequence_frame"":55,""image_id"":""0-928"",""annotations"":[]}]"
0-9280,"[{""video_id"":0,""sequence"":53708,""video_frame"":9280,""sequence_frame"":395,""image_id"":""0-9280"",""annotations"":[{""x"":1078,""y"":442,""width"":55,""height"":52}]}]"
0-9281,"[{""video_id"":0,""sequence"":53708,""video_frame"":9281,""sequence_frame"":396,""image_id"":""0-9281"",""annotations"":[{""x"":1084,""y"":449,""width"":56,""height"":52}]}]"
0-9282,"[{""video_id"":0,""sequence"":53708,""video_frame"":9282,""sequence_frame"":397,""image_id"":""0-9282"",""annotations"":[{""x"":1089,""y"":458,""width"":56,""height"":52}]}]"
0-9283,"[{""video_id"":0,""sequence"":53708,""video_frame"":9283,""sequence_frame"":398,""image_id"":""0-9283"",""annotations"":[{""x"":1094,""y"":467,""width"":56,""height"":52}]}]"
0-9284,"[{""video_id"":0,""sequence"":53708,""video_frame"":9284,""sequence_frame"":399,""image_id"":""0-9284"",""annotations"":[{""x"":1099,""y"":476,""width"":56,""height"":52}]}]"
0-9285,"[{""video_id"":0,""sequence"":53708,""video_frame"":9285,""sequence_frame"":400,""image_id"":""0-9285"",""annotations"":[{""x"":1105,""y"":485,""width"":56,""height"":52}]}]"
0-9286,"[{""video_id"":0,""sequence"":53708,""video_frame"":9286,""sequence_frame"":401,""image_id"":""0-9286"",""annotations"":[{""x"":1110,""y"":493,""width"":56,""height"":52}]}]"
0-9287,"[{""video_id"":0,""sequence"":53708,""video_frame"":9287,""sequence_frame"":402,""image_id"":""0-9287"",""annotations"":[{""x"":1115,""y"":502,""width"":56,""height"":52}]}]"
0-9288,"[{""video_id"":0,""sequence"":53708,""video_frame"":9288,""sequence_frame"":403,""image_id"":""0-9288"",""annotations"":[{""x"":1120,""y"":511,""width"":56,""height"":52}]}]"
0-9289,"[{""video_id"":0,""sequence"":53708,""video_frame"":9289,""sequence_frame"":404,""image_id"":""0-9289"",""annotations"":[{""x"":1125,""y"":520,""width"":56,""height"":52}]}]"
0-929,"[{""video_id"":0,""sequence"":45518,""video_frame"":929,""sequence_frame"":56,""image_id"":""0-929"",""annotations"":[]}]"
0-9290,"[{""video_id"":0,""sequence"":53708,""video_frame"":9290,""sequence_frame"":405,""image_id"":""0-9290"",""annotations"":[{""x"":1131,""y"":529,""width"":56,""height"":52}]}]"
0-9291,"[{""video_id"":0,""sequence"":53708,""video_frame"":9291,""sequence_frame"":406,""image_id"":""0-9291"",""annotations"":[{""x"":1136,""y"":537,""width"":56,""height"":52}]}]"
0-9292,"[{""video_id"":0,""sequence"":53708,""video_frame"":9292,""sequence_frame"":407,""image_id"":""0-9292"",""annotations"":[{""x"":1138,""y"":548,""width"":56,""height"":54}]}]"
0-9293,"[{""video_id"":0,""sequence"":53708,""video_frame"":9293,""sequence_frame"":408,""image_id"":""0-9293"",""annotations"":[{""x"":1140,""y"":559,""width"":57,""height"":56}]}]"
0-9294,"[{""video_id"":0,""sequence"":53708,""video_frame"":9294,""sequence_frame"":409,""image_id"":""0-9294"",""annotations"":[{""x"":1143,""y"":570,""width"":57,""height"":58}]}]"
0-9295,"[{""video_id"":0,""sequence"":53708,""video_frame"":9295,""sequence_frame"":410,""image_id"":""0-9295"",""annotations"":[{""x"":1145,""y"":581,""width"":58,""height"":59}]}]"
0-9296,"[{""video_id"":0,""sequence"":53708,""video_frame"":9296,""sequence_frame"":411,""image_id"":""0-9296"",""annotations"":[{""x"":1147,""y"":592,""width"":58,""height"":61}]}]"
0-9297,"[{""video_id"":0,""sequence"":53708,""video_frame"":9297,""sequence_frame"":412,""image_id"":""0-9297"",""annotations"":[{""x"":1150,""y"":603,""width"":59,""height"":63}]}]"
0-9298,"[{""video_id"":0,""sequence"":53708,""video_frame"":9298,""sequence_frame"":413,""image_id"":""0-9298"",""annotations"":[{""x"":1152,""y"":614,""width"":59,""height"":64}]}]"
0-9299,"[{""video_id"":0,""sequence"":53708,""video_frame"":9299,""sequence_frame"":414,""image_id"":""0-9299"",""annotations"":[{""x"":1154,""y"":625,""width"":60,""height"":66}]}]"
0-93,"[{""video_id"":0,""sequence"":40258,""video_frame"":93,""sequence_frame"":93,""image_id"":""0-93"",""annotations"":[{""x"":322,""y"":507,""width"":92,""height"":78}]}]"
0-930,"[{""video_id"":0,""sequence"":45518,""video_frame"":930,""sequence_frame"":57,""image_id"":""0-930"",""annotations"":[]}]"
0-9300,"[{""video_id"":0,""sequence"":53708,""video_frame"":9300,""sequence_frame"":415,""image_id"":""0-9300"",""annotations"":[{""x"":1156,""y"":636,""width"":60,""height"":68}]}]"
0-9301,"[{""video_id"":0,""sequence"":53708,""video_frame"":9301,""sequence_frame"":416,""image_id"":""0-9301"",""annotations"":[{""x"":1159,""y"":647,""width"":61,""height"":70}]}]"
0-9302,"[{""video_id"":0,""sequence"":53708,""video_frame"":9302,""sequence_frame"":417,""image_id"":""0-9302"",""annotations"":[{""x"":1166,""y"":678,""width"":61,""height"":41}]}]"
0-9303,"[{""video_id"":0,""sequence"":53708,""video_frame"":9303,""sequence_frame"":418,""image_id"":""0-9303"",""annotations"":[]}]"
0-9304,"[{""video_id"":0,""sequence"":53708,""video_frame"":9304,""sequence_frame"":419,""image_id"":""0-9304"",""annotations"":[]}]"
0-9305,"[{""video_id"":0,""sequence"":53708,""video_frame"":9305,""sequence_frame"":420,""image_id"":""0-9305"",""annotations"":[]}]"
0-9306,"[{""video_id"":0,""sequence"":53708,""video_frame"":9306,""sequence_frame"":421,""image_id"":""0-9306"",""annotations"":[]}]"
0-9307,"[{""video_id"":0,""sequence"":53708,""video_frame"":9307,""sequence_frame"":422,""image_id"":""0-9307"",""annotations"":[]}]"
0-9308,"[{""video_id"":0,""sequence"":53708,""video_frame"":9308,""sequence_frame"":423,""image_id"":""0-9308"",""annotations"":[]}]"
0-9309,"[{""video_id"":0,""sequence"":53708,""video_frame"":9309,""sequence_frame"":424,""image_id"":""0-9309"",""annotations"":[]}]"
0-931,"[{""video_id"":0,""sequence"":45518,""video_frame"":931,""sequence_frame"":58,""image_id"":""0-931"",""annotations"":[]}]"
0-9310,"[{""video_id"":0,""sequence"":53708,""video_frame"":9310,""sequence_frame"":425,""image_id"":""0-9310"",""annotations"":[]}]"
0-9311,"[{""video_id"":0,""sequence"":53708,""video_frame"":9311,""sequence_frame"":426,""image_id"":""0-9311"",""annotations"":[]}]"
0-9312,"[{""video_id"":0,""sequence"":53708,""video_frame"":9312,""sequence_frame"":427,""image_id"":""0-9312"",""annotations"":[]}]"
0-9313,"[{""video_id"":0,""sequence"":53708,""video_frame"":9313,""sequence_frame"":428,""image_id"":""0-9313"",""annotations"":[]}]"
0-9314,"[{""video_id"":0,""sequence"":53708,""video_frame"":9314,""sequence_frame"":429,""image_id"":""0-9314"",""annotations"":[{""x"":826,""y"":0,""width"":32,""height"":24}]}]"
0-9315,"[{""video_id"":0,""sequence"":53708,""video_frame"":9315,""sequence_frame"":430,""image_id"":""0-9315"",""annotations"":[{""x"":824,""y"":0,""width"":40,""height"":31}]}]"
0-9316,"[{""video_id"":0,""sequence"":53708,""video_frame"":9316,""sequence_frame"":431,""image_id"":""0-9316"",""annotations"":[{""x"":825,""y"":3,""width"":38,""height"":34}]}]"
0-9317,"[{""video_id"":0,""sequence"":53708,""video_frame"":9317,""sequence_frame"":432,""image_id"":""0-9317"",""annotations"":[{""x"":826,""y"":14,""width"":34,""height"":34}]}]"
0-9318,"[{""video_id"":0,""sequence"":53708,""video_frame"":9318,""sequence_frame"":433,""image_id"":""0-9318"",""annotations"":[{""x"":825,""y"":24,""width"":38,""height"":34}]}]"
0-9319,"[{""video_id"":0,""sequence"":53708,""video_frame"":9319,""sequence_frame"":434,""image_id"":""0-9319"",""annotations"":[{""x"":823,""y"":31,""width"":42,""height"":37}]}]"
0-932,"[{""video_id"":0,""sequence"":45518,""video_frame"":932,""sequence_frame"":59,""image_id"":""0-932"",""annotations"":[]}]"
0-9320,"[{""video_id"":0,""sequence"":53708,""video_frame"":9320,""sequence_frame"":435,""image_id"":""0-9320"",""annotations"":[{""x"":825,""y"":37,""width"":37,""height"":33}]}]"
0-9321,"[{""video_id"":0,""sequence"":53708,""video_frame"":9321,""sequence_frame"":436,""image_id"":""0-9321"",""annotations"":[{""x"":819,""y"":38,""width"":56,""height"":45}]}]"
0-9322,"[{""video_id"":0,""sequence"":53708,""video_frame"":9322,""sequence_frame"":437,""image_id"":""0-9322"",""annotations"":[{""x"":819,""y"":44,""width"":56,""height"":45}]}]"
0-9323,"[{""video_id"":0,""sequence"":53708,""video_frame"":9323,""sequence_frame"":438,""image_id"":""0-9323"",""annotations"":[{""x"":818,""y"":50,""width"":56,""height"":45}]}]"
0-9324,"[{""video_id"":0,""sequence"":53708,""video_frame"":9324,""sequence_frame"":439,""image_id"":""0-9324"",""annotations"":[{""x"":818,""y"":56,""width"":56,""height"":45}]}]"
0-9325,"[{""video_id"":0,""sequence"":53708,""video_frame"":9325,""sequence_frame"":440,""image_id"":""0-9325"",""annotations"":[{""x"":818,""y"":62,""width"":56,""height"":45}]}]"
0-9326,"[{""video_id"":0,""sequence"":53708,""video_frame"":9326,""sequence_frame"":441,""image_id"":""0-9326"",""annotations"":[{""x"":818,""y"":68,""width"":56,""height"":45}]}]"
0-9327,"[{""video_id"":0,""sequence"":53708,""video_frame"":9327,""sequence_frame"":442,""image_id"":""0-9327"",""annotations"":[{""x"":817,""y"":74,""width"":56,""height"":45}]}]"
0-9328,"[{""video_id"":0,""sequence"":53708,""video_frame"":9328,""sequence_frame"":443,""image_id"":""0-9328"",""annotations"":[{""x"":817,""y"":79,""width"":56,""height"":45}]}]"
0-9329,"[{""video_id"":0,""sequence"":53708,""video_frame"":9329,""sequence_frame"":444,""image_id"":""0-9329"",""annotations"":[{""x"":817,""y"":85,""width"":56,""height"":45}]}]"
0-933,"[{""video_id"":0,""sequence"":45518,""video_frame"":933,""sequence_frame"":60,""image_id"":""0-933"",""annotations"":[]}]"
0-9330,"[{""video_id"":0,""sequence"":53708,""video_frame"":9330,""sequence_frame"":445,""image_id"":""0-9330"",""annotations"":[{""x"":816,""y"":91,""width"":56,""height"":45}]}]"
